file_path,timestamp,latitude,longitude
x:\Photos\GooglePhotos\photos\2008\12\IMG_1615.jpg,2008-12-13 07:37:22+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1616.jpg,2008-12-13 07:38:44+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1617.jpg,2008-12-13 07:39:19+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1618.jpg,2008-12-13 07:40:30+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1619.jpg,2008-12-13 07:41:26+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1620.jpg,2008-12-13 07:41:32+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1621.jpg,2008-12-13 07:41:34+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1622.jpg,2008-12-13 07:41:40+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1623.jpg,2008-12-13 07:41:48+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1624.jpg,2008-12-13 07:42:04+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1625.jpg,2008-12-13 07:45:24+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1626.jpg,2008-12-13 07:47:37+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1627.jpg,2008-12-13 07:47:51+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1628.jpg,2008-12-13 07:50:38+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1629.jpg,2008-12-13 07:50:45+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1630.jpg,2008-12-13 07:51:06+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1631.jpg,2008-12-13 07:51:07+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1632.jpg,2008-12-13 07:51:24+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1633.jpg,2008-12-13 07:51:39+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1634.jpg,2008-12-13 07:51:40+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1635.jpg,2008-12-13 07:51:42+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1636.jpg,2008-12-13 07:51:43+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1637.jpg,2008-12-13 07:51:45+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1638.jpg,2008-12-13 07:51:46+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1639.jpg,2008-12-13 07:51:53+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1640.jpg,2008-12-13 07:51:55+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1641.jpg,2008-12-13 07:51:56+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1642.jpg,2008-12-13 07:51:58+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1643.jpg,2008-12-13 07:51:59+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1644.jpg,2008-12-13 07:52:54+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1645.jpg,2008-12-13 07:52:55+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1646.jpg,2008-12-13 07:52:57+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1647.jpg,2008-12-13 07:52:58+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1648.jpg,2008-12-13 07:53:01+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1649.jpg,2008-12-13 07:53:03+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1650.jpg,2008-12-13 07:53:04+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1651.jpg,2008-12-13 07:53:06+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1652.jpg,2008-12-13 07:53:07+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1653.jpg,2008-12-13 07:53:08+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1654.jpg,2008-12-13 07:53:10+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1655.jpg,2008-12-13 07:54:54+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1656.jpg,2008-12-13 07:56:43+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1658.jpg,2008-12-13 08:01:50+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1661.jpg,2008-12-13 08:06:34+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1662.jpg,2008-12-13 08:07:08+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1663.jpg,2008-12-13 08:58:49+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1664.jpg,2008-12-13 09:18:36+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1665.jpg,2008-12-13 09:18:45+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1781.jpg,2008-12-20 00:25:34+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1782.jpg,2008-12-20 00:25:53+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1783.jpg,2008-12-20 00:25:59+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1784.jpg,2008-12-20 00:26:06+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1785.jpg,2008-12-20 00:26:13+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1786.jpg,2008-12-20 00:26:26+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1788.jpg,2008-12-20 00:26:36+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1789.jpg,2008-12-20 00:26:44+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1793.jpg,2008-12-20 00:27:21+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1794.jpg,2008-12-20 00:27:39+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1795.jpg,2008-12-20 00:27:53+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1796.jpg,2008-12-20 00:28:01+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1797.jpg,2008-12-20 00:28:03+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1798.jpg,2008-12-20 00:28:06+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1799.jpg,2008-12-20 00:28:18+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1800.jpg,2008-12-20 00:28:21+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1801.jpg,2008-12-20 00:28:22+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1802.jpg,2008-12-20 00:28:35+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1803.jpg,2008-12-20 00:28:49+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1804.jpg,2008-12-20 00:28:54+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1805.jpg,2008-12-20 00:28:58+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1806.jpg,2008-12-20 00:29:06+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1807.jpg,2008-12-20 00:29:23+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1808.jpg,2008-12-20 00:29:27+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1809.jpg,2008-12-20 00:29:47+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1810.jpg,2008-12-20 00:29:53+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1811.jpg,2008-12-20 00:30:00+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1812.jpg,2008-12-20 00:30:06+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1813.jpg,2008-12-20 00:30:10+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1814.jpg,2008-12-20 00:30:19+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1815.jpg,2008-12-20 00:30:23+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1816.jpg,2008-12-20 00:30:32+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1817.jpg,2008-12-20 00:30:39+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1818.jpg,2008-12-20 00:30:44+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1819.jpg,2008-12-20 00:30:58+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1820.jpg,2008-12-20 00:31:06+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1821.jpg,2008-12-20 00:31:28+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1822.jpg,2008-12-20 00:31:51+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1823.jpg,2008-12-20 00:32:03+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1824.jpg,2008-12-20 00:32:03+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1825.jpg,2008-12-20 00:32:18+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1826.jpg,2008-12-20 00:32:29+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1827.jpg,2008-12-20 00:33:01+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1828.jpg,2008-12-20 00:33:16+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1829.jpg,2008-12-20 00:34:33+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1830.jpg,2008-12-20 00:34:35+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1831.jpg,2008-12-20 00:34:42+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1832.jpg,2008-12-19 22:41:21+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1833.jpg,2008-12-19 22:41:36+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1834.jpg,2008-12-19 22:41:55+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1835.jpg,2008-12-19 22:42:58+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1837.jpg,2008-12-20 00:43:24+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1838.jpg,2008-12-19 22:43:43+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1840.jpg,2008-12-19 22:54:01+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1841.jpg,2008-12-19 23:00:38+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1842.jpg,2008-12-19 23:12:48+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1843.jpg,2008-12-19 23:15:07+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1844.jpg,2008-12-19 23:15:10+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1845.jpg,2008-12-19 23:16:07+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1846.jpg,2008-12-19 23:16:15+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1847.jpg,2008-12-19 23:16:23+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1848.jpg,2008-12-19 23:16:28+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1850.jpg,2008-12-19 23:23:13+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1851.jpg,2008-12-19 23:23:24+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1852.jpg,2008-12-19 23:23:26+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1853.jpg,2008-12-19 23:23:59+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1854.jpg,2008-12-19 23:24:12+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1855.jpg,2008-12-19 23:24:17+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1856.jpg,2008-12-19 23:24:25+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1857.jpg,2008-12-19 23:25:30+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1858.jpg,2008-12-19 23:25:39+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1860.jpg,2008-12-19 23:25:48+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1861.jpg,2008-12-19 23:26:08+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1862.jpg,2008-12-19 23:26:43+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1863.jpg,2008-12-19 23:26:45+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1864.jpg,2008-12-19 23:27:22+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1865.jpg,2008-12-19 23:28:33+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1866.jpg,2008-12-19 23:28:48+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1867.jpg,2008-12-19 23:28:49+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1868.jpg,2008-12-19 23:29:14+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1869.jpg,2008-12-19 23:29:21+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1870.jpg,2008-12-19 23:29:49+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1871.jpg,2008-12-19 23:30:10+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1872.jpg,2008-12-19 23:30:18+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1873.jpg,2008-12-19 23:31:24+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1874.jpg,2008-12-19 23:31:28+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1875.jpg,2008-12-19 23:31:47+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1876.jpg,2008-12-19 23:32:49+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1878.jpg,2008-12-19 23:38:20+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1879.jpg,2008-12-19 23:38:34+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1880.jpg,2008-12-19 23:38:36+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1881.jpg,2008-12-19 23:38:45+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1882.jpg,2008-12-19 23:39:15+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1883.jpg,2008-12-19 23:40:02+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1884.jpg,2008-12-19 23:40:04+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1885.jpg,2008-12-19 23:40:12+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1886.jpg,2008-12-19 23:40:21+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1887.jpg,2008-12-20 02:28:14+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1888.jpg,2008-12-20 02:28:20+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1889.jpg,2008-12-20 02:28:29+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1890.jpg,2008-12-20 00:28:56+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1891.jpg,2008-12-20 02:29:06+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1892.jpg,2008-12-20 07:23:18+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1893.jpg,2008-12-20 05:23:30+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1894.jpg,2008-12-20 05:24:24+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1895.jpg,2008-12-20 05:24:55+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1896.jpg,2008-12-20 05:25:11+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1897.jpg,2008-12-20 05:25:38+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1898.jpg,2008-12-20 05:27:50+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1899.jpg,2008-12-20 05:28:12+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1900.jpg,2008-12-20 05:28:53+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1901.jpg,2008-12-20 05:29:39+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1902.jpg,2008-12-20 05:29:59+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1903.jpg,2008-12-20 05:30:07+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1904.jpg,2008-12-20 05:30:14+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1905.jpg,2008-12-23 13:06:20+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1906.jpg,2008-12-23 13:06:30+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1907.jpg,2008-12-23 13:06:47+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1908.jpg,2008-12-23 13:07:24+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1909.jpg,2008-12-23 13:07:37+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1910.jpg,2008-12-23 13:07:51+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1911.jpg,2008-12-23 13:07:59+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1912.jpg,2008-12-23 13:08:26+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1913.jpg,2008-12-23 13:09:11+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1914.jpg,2008-12-23 13:09:35+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1915.jpg,2008-12-23 13:09:43+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1916.jpg,2008-12-23 13:10:10+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1917.jpg,2008-12-23 13:10:30+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1918.jpg,2008-12-23 13:10:51+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1919.jpg,2008-12-23 13:11:11+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1920.jpg,2008-12-23 13:12:06+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1921.jpg,2008-12-23 13:12:15+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1922.jpg,2008-12-24 03:10:04+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1923.jpg,2008-12-24 03:10:19+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1924.jpg,2008-12-24 03:10:21+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1925.jpg,2008-12-24 03:10:30+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1926.jpg,2008-12-24 03:10:32+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1927.jpg,2008-12-24 03:10:34+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1928.jpg,2008-12-24 03:11:14+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1929.jpg,2008-12-24 03:11:28+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1930.jpg,2008-12-24 03:51:14+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1931.jpg,2008-12-24 03:51:37+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1932.jpg,2008-12-24 03:52:32+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1933.jpg,2008-12-24 03:52:59+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1934.jpg,2008-12-24 03:53:40+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1935.jpg,2008-12-24 03:53:45+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1936.jpg,2008-12-24 03:53:58+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1937.jpg,2008-12-24 03:54:01+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1938.jpg,2008-12-24 03:54:05+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1939.jpg,2008-12-24 03:54:52+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1940.jpg,2008-12-24 03:55:07+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1941.jpg,2008-12-24 03:55:20+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1942.jpg,2008-12-24 03:55:47+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1943.jpg,2008-12-24 03:55:56+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1944.jpg,2008-12-24 03:56:09+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1945.jpg,2008-12-24 03:56:31+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1946.jpg,2008-12-24 03:56:38+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1947.jpg,2008-12-24 03:57:01+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1948.jpg,2008-12-24 03:57:21+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1949.jpg,2008-12-24 03:57:22+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1950.jpg,2008-12-24 03:57:47+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1951.jpg,2008-12-24 03:57:55+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1952.jpg,2008-12-24 03:58:07+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1953.jpg,2008-12-24 03:58:41+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1954.jpg,2008-12-24 03:58:50+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1955.jpg,2008-12-24 03:58:51+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1956.jpg,2008-12-24 03:59:21+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1957.jpg,2008-12-24 03:59:24+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1958.jpg,2008-12-24 03:59:27+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1959.jpg,2008-12-24 03:59:33+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1960.jpg,2008-12-24 03:59:42+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1961.jpg,2008-12-24 03:59:58+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1962.jpg,2008-12-24 04:00:14+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1963.jpg,2008-12-24 04:00:46+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1964.jpg,2008-12-24 04:00:50+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1965.jpg,2008-12-24 04:01:14+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1966.jpg,2008-12-24 04:01:25+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1967.jpg,2008-12-24 04:01:31+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1968.jpg,2008-12-24 04:01:45+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1969.jpg,2008-12-24 04:01:45+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1970.jpg,2008-12-24 04:02:05+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1971.jpg,2008-12-24 04:02:08+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1972.jpg,2008-12-24 04:02:14+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1973.jpg,2008-12-24 04:02:17+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1974.jpg,2008-12-24 04:02:17+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1975.jpg,2008-12-24 04:02:36+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1976.jpg,2008-12-24 04:02:38+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1977.jpg,2008-12-24 04:02:39+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1978.jpg,2008-12-24 04:03:05+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1979.jpg,2008-12-24 04:03:21+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1980.jpg,2008-12-24 04:03:35+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1981.jpg,2008-12-24 04:03:50+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1982.jpg,2008-12-24 04:04:17+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1983.jpg,2008-12-24 04:04:33+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1984.jpg,2008-12-24 04:04:53+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1985.jpg,2008-12-24 04:05:17+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1986.jpg,2008-12-24 04:05:28+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1987.jpg,2008-12-24 04:05:35+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1988.jpg,2008-12-24 04:05:53+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1989.jpg,2008-12-24 04:06:02+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1990.jpg,2008-12-24 04:06:20+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1991.jpg,2008-12-24 04:06:46+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1992.jpg,2008-12-24 04:06:54+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1993.jpg,2008-12-24 04:07:08+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1994.jpg,2008-12-24 04:07:29+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1995.jpg,2008-12-24 04:07:39+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1996.jpg,2008-12-24 04:07:53+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1997.jpg,2008-12-24 04:08:04+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1998.jpg,2008-12-24 04:08:59+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_1999.jpg,2008-12-24 04:09:06+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_2000.jpg,2008-12-24 04:09:19+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_2001.jpg,2008-12-24 04:09:33+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_2002.jpg,2008-12-24 04:09:40+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_2003.jpg,2008-12-24 04:10:09+00:00,,
x:\Photos\GooglePhotos\photos\2008\12\IMG_2004.jpg,2008-12-24 04:10:19+00:00,,
